"ID_REF"	"GSM1431110"	"GSM1431111"	"GSM1431112"	"GSM1431113"	"GSM1431114"	"GSM1431115"
"MACROD2-AS1"	3.15626955964521	3.21432615198472	3.34528093656522	3.49377692090029	3.36097376551838	3.18572855008119
"MADD-AS1"	3.0953622477722	3.12831870742822	3.11131186016796	3.01330441079091	3.06954212155769	3.02391675580876
"MAFG-DT"	4.26806090067455	5.00163660200826	4.80280753417087	5.00847107780635	4.92091023283279	4.89334661796379
"MAGEA10-MAGEA5"	4.30614237260311	3.8982157452046	3.8806696911479	3.98127860324059	3.74073879783049	4.31997900599642
"MAGI1-IT1"	3.69763035100936	3.43700025581002	3.66321986969654	3.47859610409458	3.4928838265055	3.48762523806
"MAGI2-AS2"	3.10765614545716	3.04218888910084	3.10211111109247	3.11284847183387	2.99417965816606	3.14381884700832
"MAGI2-AS3"	3.10390517281956	3.1423607413669	3.05649524954052	3.14309797360591	3.16918740193047	3.33519228461619
"MAILR"	4.01013094515072	3.61197479439946	3.90652784230644	3.77264746346126	3.85342741077523	3.79552118074465
"MALAT1"	8.60929961290802	9.11895471109505	8.90475489410235	8.81020395393697	9.07294322861974	7.88037450742042
"MAMDC2-AS1"	3.42335707209496	3.09823644813871	3.00148604259333	3.14966017069046	3.29845053752147	3.44194776495334
"MAN1B1-DT"	6.69616499120788	6.56774879591313	7.08362819620062	6.95852845400176	6.93594582810554	6.71008524565065
"MAP3K14-AS1"	4.69093220027873	4.55498914737285	5.21183995888043	4.69378533265226	4.65752199442718	4.25201759132545
"MAP3K2-DT"	4.0507510684593	4.00364312614602	4.3576745917938	4.46888841711081	4.54438101089566	4.32942082970457
"MAP3K20-AS1"	4.51692977248067	4.46334116335795	4.34824434886396	4.77702658047949	4.6417964713969	4.26745580247266
"MAP3K4-AS1"	5.33891833869976	5.10320451747629	4.36970495222738	4.49037028190228	4.92420837953574	4.38954491485097
"MAP3K5-AS1"	4.60671454605066	4.52720990141783	4.63892774656397	4.38592943319882	4.51438418368356	4.97569304665411
"MAP4K3-DT"	4.03261535014443	3.51385117423979	3.84791041484818	3.66746605442155	3.5634563542523	3.73218591439124
"MAPK10-AS1"	4.04296063707874	3.86457799979876	3.88620571481957	4.01847693308319	4.11835849527669	3.99723680416118
"MAPK6-DT"	5.20293546004878	5.00509668676296	4.99063773680454	5.3250345008537	5.20399134171341	5.22396283151923
"MAPKAPK5-AS1"	5.71337722546168	6.01554961873556	5.44378427271818	5.45663542190893	5.6107083995569	5.52938747547322
"MAPT-AS1"	4.08074725546044	4.13383307263655	4.14087677365413	4.09899519091901	4.16423647613755	4.23383403547219
"MARCHF10-DT"	3.92153425333959	3.61665704734919	3.6743580939038	3.59789829795921	3.7456535622178	3.61665704734919
"MATN1-AS1"	4.00749980881971	3.46382456133222	3.87175481715896	3.82042878301	3.8118449362697	3.84578512363294
"MBNL1-AS1"	4.30003834227529	4.17997298767809	4.61917797607618	4.3828832337605	4.3727670713113	4.52117685447944
"MCCC1-AS1"	8.95472587794932	8.20190823173725	8.25697964397702	8.48731399104777	8.37451332817562	8.69153698759928
"MCF2L-AS1"	3.84318938225317	3.80767707653891	3.70015696283946	3.80384827209194	3.77954976014528	3.81165870286206
"MCHR2-AS1"	3.75955276227284	3.86837421478742	3.71862922516691	3.78015309172729	3.9084649143868	3.79702144741933
